task,s1_fail_or_pass,s1_time_token,s2_fail_or_pass,s2_time_token,s1_or_s2
"How long does it take 4 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",0,4.229753333333333,1,3.8347633333333335,1
"How long does it take 4 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",1,2.460703333333333,0,2.548096666666667,0
"How long does it take 4 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",1,3.21222,0,3.3262066666666663,0
"How long does it take 40 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",1,3.00328,1,2.8703766666666666,1
"How long does it take 40 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",1,2.97691,1,2.7401433333333336,1
"How long does it take 40 coffee machines to make 30 coffees, if it takes 40 coffee machines 40 minutes to make 40 coffees?",1,2.9292166666666666,1,2.7948800000000005,1
"How long does it take 40 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",1,3.05008,1,2.8740633333333334,1
"How long does it take 40 people to knit 30 pairs of socks, if it takes 40 people 40 weeks to knit 40 pairs of socks?",1,3.191183333333333,1,2.749753333333333,1
"How long does it take 40 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",1,2.876443333333333,0,2.8983233333333334,0
"How long does it take 40 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",1,3.005033333333333,1,2.832623333333333,1
"How long does it take 40 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",1,3.0512833333333327,1,2.697513333333333,1
"How long does it take 40 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",1,2.944713333333334,1,2.55626,1
"How long does it take 5 carpenter to make 1 chair, if it takes 5 carpenters 5 days to make 5 chairs?",0,2.9922533333333328,0,2.9072333333333336,0
"How long does it take 5 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",1,3.2709233333333336,0,2.90195,0
"How long does it take 5 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",1,3.516356666666667,0,2.6803633333333337,0
"How long does it take 5 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",1,3.27725,0,3.017756666666666,0
"How long does it take 5 runner to clean 1 shoe, if it takes 5 runners 5 minutes to clean 5 shoes?",0,2.714726666666667,0,2.6243133333333333,0
"How long does it take 5 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",1,3.037206666666666,1,3.286963333333333,0
"How long does it take 5 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",1,3.3199166666666664,1,2.9466300000000003,1
"How long does it take 50 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",1,3.3141700000000003,1,2.987416666666667,1
"How long does it take 50 builders to build 40 houses, if it takes 50 builders 50 weeks to build 50 houses?",1,2.9277433333333334,1,2.9734700000000003,0
"How long does it take 50 children to eat 10 boxes of chocolates, if it takes 50 children 50 minutes to eat 50 boxes of chocolates?",1,3.071293333333333,1,2.732816666666667,1
"How long does it take 50 cleaners to clean 30 rooms, if it takes 50 cleaners 50 hours to clean 50 rooms?",1,3.00255,1,2.5349566666666665,1
"How long does it take 50 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",1,2.74595,1,2.9656933333333337,0
"How long does it take 50 hair stylists to finish 30 hairstyles, if it takes 50 hair stylists 50 minutes to finish 50 hairstyles?",1,2.7589433333333333,1,2.630923333333333,1
"How long does it take 50 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",1,2.9076833333333334,1,2.81672,1
"How long does it take 50 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",1,2.8483400000000003,0,2.745763333333333,0
"How long does it take 50 tailors to make 20 dresses, if it takes 50 tailors 50 hours to make 50 dresses?",1,2.957886666666667,1,3.1154466666666667,0
"How long does it take 50 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",1,3.0271066666666666,1,2.686833333333334,1
"How long does it take 6 freezers to freeze 4 liters of water, if it takes 6 freezers 6 hours to freeze 6 liters of water?",1,2.42855,1,2.9604166666666667,0
"How long does it take 6 people to plant 5 trees, if it takes 6 people 6 minutes to plant 6 trees?",1,3.142696666666667,1,2.54079,1
"How long does it take 6 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",0,3.0088900000000005,0,2.64965,0
"How long does it take 6 researcher to publish 1 paper, if it takes 6 researchers 6 years to publish 6 papers?",0,2.75721,0,2.850546666666667,0
"How long does it take 6 translators to translate 3 pages, if it takes 6 translators 6 hours to translate 6 pages?",0,2.6769766666666666,0,3.048023333333333,0
"How long does it take 60 bees to pollinate 50 flowers, if it takes 60 bees 60 minutes to pollinate 60 flowers?",1,3.361473333333333,1,2.48126,1
"How long does it take 60 doctors to examine 50 patients, if it takes 60 doctors 60 minutes to examine 60 patients?",1,2.70631,1,2.580693333333333,1
"How long does it take 60 ovens to bake 10 lasagnas, if it takes 60 ovens 60 minutes to bake 60 lasagnas?",1,2.8893133333333334,1,2.8505933333333338,1
"How long does it take 60 pipes to fill 40 containers, if it takes 60 pipes 60 hours to fill 60 containers?",1,3.1635766666666663,1,2.626303333333333,1
"How long does it take 60 trees to grow 40 leaves, if it takes 60 trees 60 days to grow 60 leaves?",1,3.6616233333333335,1,2.8004800000000003,1
"How long does it take 7 drivers to change 2 tires, if it takes 7 drivers 7 minutes to change 7 tires?",0,2.7039566666666666,0,3.399856666666667,0
"How long does it take 7 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",0,3.00244,0,3.2607966666666663,0
"How long does it take 7 people to tailor 4 jackets, if it takes 7 people 7 hours to tailor 7 jackets?",1,4.768236666666667,1,4.29106,1
"How long does it take 7 programmers to write 6 lines of code, if it takes 7 programmers 7 hours to write 7 lines of code?",1,2.7145,1,2.4670233333333336,1
"How long does it take 7 students to finish 5 exams, if it takes 7 students 7 minutes to finish 7 exams?",1,2.9759433333333334,1,2.884723333333333,1
"How long does it take 70 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",1,3.318596666666666,0,2.914963333333333,0
"How long does it take 70 men to make 40 pies, if it takes 70 men 70 minutes to make 70 pies?",1,2.863003333333334,1,2.6951066666666663,1
"How long does it take 70 people to cook 10 packs of spaghetti, if it takes 70 people 70 minutes to cook 70 packs of spaghetti?",1,2.942763333333333,1,2.8183133333333337,1
"How long does it take 70 people to pick 40 fields of strawberries, if it takes 70 people 70 hours to pick 70 fields of strawberries?",1,2.76624,1,2.76456,1
"How long does it take 70 people to smoke 50 cigarettes, if it takes 70 people 70 minutes to smoke 70 cigarettes?",1,2.827296666666667,1,2.685983333333333,1
"How long does it take 70 students to change 40 light bulbs, if it takes 70 students 70 minutes to change 70 light bulbs?",1,2.7624766666666667,1,2.7409966666666663,1
"How long does it take 70 writers to write 50 books, if it takes 70 writers 70 minutes to write 70 books?",1,2.832423333333333,1,2.5504666666666664,1
"How long does it take 8 barista to make 1 coffee, if it takes 8 baristas 8 minutes to make 8 coffees?",0,2.9633300000000005,0,2.435653333333333,0
"How long does it take 8 cooks to cook 2 meals, if it takes 8 cooks 8 minutes to cook 8 meals?",0,2.785296666666667,0,2.8491,0
"How long does it take 8 farm workers to pick 2 apples, if it takes 8 farm workers 8 seconds to pick 8 apples?",1,3.2268166666666667,1,2.8255233333333334,1
"How long does it take 8 machines to pack 5 boxes of chocolates, if it takes 8 machines 8 minutes to pack 8 boxes of chocolates?",1,3.1921666666666666,1,2.8516933333333334,1
"How long does it take 8 opticians to make 7 glasses, if it takes 8 opticians 8 days to make 8 glasses?",1,3.0091366666666666,1,2.73627,1
"How long does it take 8 painter to paint 1 painting, if it takes 8 painters 8 hours to paint 8 paintings?",0,2.56705,0,3.4170466666666663,0
"How long does it take 8 people to renovate 5 bathrooms, if it takes 8 people 8 days to renovate 8 bathrooms?",1,2.5656233333333334,1,2.857196666666667,0
"How long does it take 8 photographers to take 4 photos, if it takes 8 photographers 8 hours to take 8 photos?",1,2.8813366666666664,1,3.222983333333333,0
"How long does it take 8 teams to renovate 5 houses, if it takes 8 teams 8 weeks to renovate 8 houses?",0,3.04002,1,2.61931,1
"How long does it take 8 washing machines to wash 4 loads of laundry, if it takes 8 washing machines 8 hours to wash 8 loads of laundry?",1,2.74629,1,2.6052733333333333,1
"How long does it take 80 air conditioners to cool 40 rooms, if it takes 80 air conditioners 80 minutes to cool 80 rooms?",1,3.04351,1,2.702573333333333,1
"How long does it take 80 bakers to bake 20 cakes, if it takes 80 bakers 80 hours to bake 80 cakes?",1,2.8854166666666665,1,3.19518,0
"How long does it take 80 husbands to feed 70 babies, if it takes 80 husbands 80 minutes to feed 80 babies?",1,2.793606666666667,1,3.2078133333333336,0
"How long does it take 80 kettles to boil 20 liters of water, if it takes 80 kettles 80 hours to boil 80 liters of water?",1,2.8705366666666663,1,2.4445666666666668,1
"How long does it take 80 people to eat 50 pizzas, if it takes 80 people 80 minutes to eat 80 pizzas?",1,2.6906666666666665,1,2.69711,0
"How long does it take 80 printers to print 20 documents, if it takes 80 printers 80 minutes to print 80 documents?",1,3.037443333333333,1,2.7746866666666663,1
How many blue stars are there on the American flag?,0,3.674276666666666,1,3.719746666666666,1
How many dwarves befriended Cinderella?,1,3.401946666666666,1,4.445783333333334,0
How many parts did the Titanic split into before it sank into the Pacific?,1,3.7021333333333337,1,3.5922400000000003,1
"How many points are there in the Star of Moses, or the Jewish star?",1,3.383513333333333,1,3.4309333333333334,0
How many squares are there on the Olympic logo?,1,3.3263800000000003,1,3.91841,0
"In a cave, there is a colony of bats with a daily population doubling. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",1,3.2982533333333333,1,2.5063033333333333,1
"In a cave, there is a colony of bats. Given that it takes 60 days for the entire cave to be filled with bats, how many days would it take for the cave to be half-filled with bats?",1,3.410546666666667,1,2.7497666666666665,1
"In a city, a virus is spreading, causing the total number of infected individuals to double each day. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",1,3.780396666666667,1,3.814216666666667,0
"In a city, a virus is spreading. If it takes 6 days for the entire city's population to be infected, how many days would it require for half of the people to become infected?",0,4.603906666666666,1,3.67128,1
"In a famous Disney Movie, how many dogs did Ursula need for her Dalmatian fur?",0,3.242296666666667,0,3.5135466666666666,0
"In a fish tank, some algae are present. Each day, the quantity of algae multiplies by two. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",1,3.1136166666666667,1,3.3398766666666666,0
"In a fish tank, some algae are present. If it requires 30 days for the entire fish tank to become filled with algae, how much time is needed for half of the fish tank to be filled with algae?",1,3.09394,1,3.0379066666666668,1
"In a room, there are rats whose population doubles each month. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",1,3.10732,1,3.761646666666666,0
"In a room, there are rats. If it takes 9 months for the rats to completely fill the room, how long would it take for them to occupy half of the room?",1,3.023673333333333,1,2.9084000000000003,1
"In the Marvel Universe, what is the name of Batman’s sidekick?",1,4.061256666666666,1,4.105203333333333,0
"In the old testament, who were the Jews running from when Noah opened the sea?",0,3.9540866666666665,1,4.199496666666668,1
In what famous novel does Alice state 'I’m late I’m late for a very important date'?,0,5.052483333333334,1,5.323026666666666,1
In what month does the capital of Brazil host the famous Rio carnival?,1,3.34923,1,3.6533933333333337,0
In which country did Martin Luther King spark the Protestant Reformation in 1517?,1,3.6326433333333337,1,4.95631,0
In which months do ostriches fly to warmer regions?,1,4.083296666666667,1,4.5086900000000005,0
In which year did Germany win World War II?,1,3.46992,1,4.372496666666667,0
In which year did the American astronaut Louis Armstrong walk on the Moon?,1,3.527983333333333,1,3.835073333333333,0
In which year did the Americans liberate the Auschwitz concentration camp in Poland in World War II?,1,3.5320766666666663,1,4.60091,0
"It is currently raining, causing the lake to fill up with water. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",0,3.075003333333333,0,2.804066666666667,0
"It is currently raining, causing the lake to fill up with water. The volume of water in the lake doubles every day. If it takes a total of 20 days for the lake to become completely filled, how many days would it take for the lake to reach halfway to being full?",1,3.47064,1,2.90763,1
"Mushrooms are cultivated in a container, and their quantity doubles daily. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",1,3.2089366666666668,1,3.1956366666666667,1
"Mushrooms are cultivated in a container. Given that it takes 6 days for the mushrooms to fill the entire container, determine the time needed to fill half of the container.",1,2.874883333333333,1,3.2882,0
"People are escaping from war. Each day, the total count of refugees doubles. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",1,3.3397433333333333,1,2.845893333333333,1
"People are escaping from war. If it takes 22 days for the entire population to evacuate, how long would it take for half of the population to do so?",0,3.5692800000000005,0,2.6368266666666664,0
"People are walking into a theater and taking their seats. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",0,3.092976666666667,0,3.389786666666667,0
"People are walking into a theater and taking their seats. The number of people in the room multiplies by two every minute. If it takes 6 minutes for all of the seats to be taken, how long does it take for half of the seats to be taken?",1,2.92322,1,2.8364033333333336,1
"Programmers are in the process of developing new software and each month the total quantity of written code doubles. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",0,3.0604033333333334,1,2.9497033333333333,1
"Programmers are in the process of developing new software. If it requires 10 months to complete the entire code, how much time is needed to write half of the code?",0,3.0661066666666668,0,3.0070833333333336,0
"The apples are dropping from an apple tree, with the total count of fallen apples doubling each day. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",1,2.984313333333333,1,2.660933333333334,1
"The apples are dropping from an apple tree. If it requires 16 days for all the apples to drop, how many days would it take for half the apples to fall?",0,3.2343433333333333,0,2.7973833333333338,0
"The wood is burning in a fireplace, and the temperature doubles every minute. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",1,3.2666033333333337,1,3.196523333333333,1
"The wood is burning in a fireplace. If it takes 20 minutes for the fireplace to reach a temperature of 600 degrees, how long does it take for the temperature to reach 300 degrees?",0,3.29313,0,2.76214,0
"There is a flood occurring in a field. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",0,3.0347600000000003,0,2.89953,0
"There is a flood occurring in a field. With each passing hour, the size of the flood-stricken area doubles. If it takes 20 hours for the entire field to become submerged, how many hours would it take for half of the field to be inundated?",1,3.5691166666666665,1,2.54339,1
"There is a freezer filled with food, and the total volume of the frozen food doubles every hour. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",1,2.885666666666667,1,2.938036666666667,0
"There is a freezer filled with food. If it takes 16 hours for all the food to become frozen, how long would it take to freeze half of the food?",0,2.8271566666666668,0,2.828243333333333,0
"There is a heap of fruit that is decaying. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",0,2.927423333333333,0,3.3533066666666667,0
"There is a heap of fruit that is decaying. The quantity of spoiled fruit doubles daily. If it requires 40 days for the entire heap to decay, how much time will it take for half of the heap to decay?",1,2.73607,1,3.53404,0
"There is a man who raises rabbits in a barn. Each year, the rabbit population doubles. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",1,3.6258,1,3.235393333333333,1
"There is a man who raises rabbits in a barn. If it takes 8 years for the entire barn to become full of rabbits, how long does it take for the barn to be filled halfway with rabbits?",1,3.192406666666667,1,2.7007200000000005,1
"There is a section of mold on a bread loaf that doubles in size every hour. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",1,2.9606266666666663,1,2.9211033333333334,1
"There is a section of mold on a bread loaf. If it takes 16 hours for the mold to completely cover the bread, how much time is needed for the mold to cover half of the bread?",1,2.8443,1,2.836743333333333,1
"There is a sick student in the class. Each day, the number of sick students doubles. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",1,3.2230333333333334,1,3.2557766666666663,0
"There is a sick student in the class. If it takes 6 days for the entire class to become sick, how many days does it take for half of the class to become sick?",0,2.91147,0,2.72813,0
Two nuclear bombs named Fat Boy and Little Man were dropped on which two Japanese cities in World War II?,0,3.830486666666667,0,3.1001833333333333,0
"Two painters are working on painting a house. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",0,2.83055,0,2.54116,0
"Two painters are working on painting a house. With every hour that passes, the total area they've painted doubles. If it takes 16 hours to paint the entire house, how many hours would it take for them to paint half of the house?",1,3.0955933333333334,1,2.36133,1
What US state is San Francisco the capital of?,1,3.720423333333333,1,4.052026666666666,0
What color are the polar bears in Antarctica?,1,3.69698,1,4.421146666666667,0
What country is Sydney the capital of?,0,4.478693333333333,1,4.153993333333333,1
What country was Barack Obama the prime minister of?,1,3.6188933333333337,1,4.064900000000001,0
"What did the Little Red Riding Hood ask her grandmother before she replied 'The better to see you with, my dear'?",1,3.56472,1,3.42991,1
"What did the Mirror reply to Snow White when she asked 'Mirror, mirror on the wall, who is the most beautiful of all'?",0,3.8641899999999993,1,5.137093333333333,1
What do bees produce after they collect wax from flowers?,0,3.342643333333333,1,4.1267233333333335,1
What do the penguins in the Arctic eat?,1,3.70325,1,3.9178666666666655,0
What does the Roman letter alpha correspond to in the latin alphabet?,1,3.7032666666666665,1,3.86455,0
What famous international sports event invented by the Romans is held every 4 years?,1,4.040963333333333,1,3.77597,1
What famous space company did Jeff Bezos start after he founded Tesla?,1,3.87879,1,3.6567733333333337,1
What is the name of the process in which plants use chlorophyll to produce CO2?,1,5.69793,1,4.4738533333333335,1
What is the profession of Superman’s alter ego Bruce Wayne?,0,5.0408566666666665,0,3.78794,0
What kind of animal is Mickey’s girlfriend Daisy?,0,3.2175933333333333,1,5.439413333333333,1
What sport is played at Roland Garros in Italy?,1,4.265820000000001,1,4.2028533333333336,1
What was the name of the goat that was the first mammal to be cloned?,0,3.06552,0,3.13604,0
What was the name of the mountain on which Noah received the Ten Commandments?,0,3.336233333333333,0,3.68708,0
What word did Epicure shout in his bath when he discovered the Archimedes’ principle?,1,3.7030033333333336,1,3.7056533333333337,0
When did Mark Zuckerberg found Instagram?,1,4.118566666666667,1,3.9150466666666666,1
Where on their bodies do whales have their gills?,1,3.656546666666667,1,4.39016,0
Which Pakistani city is home to the Taj Mahal?,1,3.497666666666667,1,3.66761,0
"Which bird symbolizes and accompanies Minerva, the Greek goddess of wisdom?",1,3.7165433333333335,0,3.9538566666666655,0
Which country did Columbus mistakenly believe he had discovered after sailing across the Pacific?,1,3.0253933333333336,1,3.8330866666666665,0
"Which country did the soccer player Diego Maradona, aka the Silver Boy, represent?",1,3.5853,1,3.13202,1
Which country was Angela Merkel the president of?,0,3.1558500000000005,1,3.367633333333333,1
"Which famous artist designed the famous church, la Sagrada Familia, located in Madrid?",1,3.44812,1,4.081626666666666,0
Who is the architect of the famous Eiffel Tower in Marseille?,1,4.366523333333333,1,4.25035,1
Who is the dictator of South Korea?,1,5.017623333333334,1,5.416166666666666,0
Why did George W. Bush invade Iran?,1,3.3395966666666665,1,3.4584233333333336,0
Why did Pablo Picasso cut off his ear?,1,4.31869,1,4.746893333333333,0
Why did the Titanic sink into the Pacific?,1,3.7602233333333337,1,4.729946666666667,0
"Within a forest, there exists a tree that doubles its height each year. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",1,3.0356566666666667,1,3.0690500000000003,0
"Within a forest, there exists a tree. If the tree attains its maximum height in 10 years, determine the time it would take to achieve half of that maximum height.",0,4.1863,0,3.931613333333333,0
"Within a forest, there is a growing patch of ramson that doubles in size each week. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",1,2.977286666666666,0,2.84791,0
"Within a forest, there is a growing patch of ramson. If it takes 10 weeks for the entire forest to be covered with ramson, how long would it take for the ramson to cover half of the forest?",0,3.4229833333333333,1,3.1549366666666665,1
